Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
13 SAN VITO WAY,"Toronto, Ontario M3L2G7",23814507,W5428335,SingleFamily,688000.00,,Row/Townhouse,,2,4,,"Hospital,Park,PublicTransit",2,,,,,,,,,,,,,,,,Apartmentinbasement,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Glenfield-Jane Heights,Condominium/Strata,"$1,814.70 (CAD)",,12 days,3,2,Cul-de-sac,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",,,"Hospital, Park, Public Transit",$490 (CAD) Monthly,York Condominium Corp (416-839-5105),1,"{'Main level': {'Living room': '3.35 m x 3.35 m', 'Dining room': '2.59 m x 2.29 m', 'Kitchen': '3.05 m x 3.66 m', 'Den': '3.05 m x 3.66 m'}, 'Second level': {'Bedroom': '5.2 m x 2.79 m', 'Bedroom 2': '3.7 m x 2.6 m', 'Bedroom 3': '2.43 m x 2.43 m'}, 'Basement': {'Bedroom 4': '3.05 m x 3.65 m', 'Kitchen': '3.05 m x 3.65 m', 'Laundry room': 'Measurements not available'}}"
#3001 -15 QUEENS QUAY ST E,"Toronto, Ontario M5E0A5",23836119,C5435872,SingleFamily,899000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$4,882 (CAD)",Underground,4 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),,Outdoor pool,,,$672.32 (CAD) Monthly,Duka Property Management,1,"{'Flat': {'Living room': '8.51 m x 3.05 m', 'Dining room': '8.51 m x 3.05 m', 'Kitchen': '8.51 m x 3.05 m', 'Primary Bedroom': '3.05 m x 2.74 m', 'Bathroom': 'Measurements not available', 'Bedroom 2': '3.25 m x 2.69 m'}}"
#204 -3 APPLEWOOD  LANE,"Toronto, Ontario M9C2Z7",23816727,W5428965,SingleFamily,650000.00,,Row/Townhouse,,2,2,,"Hospital,Park,PublicTransit",3,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,31,"Video,Photos",,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Etobicoke West Mall,Condominium/Strata,"$2,395.17 (CAD)",Underground,11 days,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit",$309 (CAD) Monthly,Menres Property Management Inc.,1,"{'Second level': {'Living room': '4.95 m x 3.4 m', 'Dining room': '4.95 m x 3.4 m', 'Kitchen': '3.18 m x 2.44 m'}, 'Upper Level': {'Bedroom': '3.78 m x 2.64 m', 'Bedroom 2': '3.25 m x 2.18 m'}}"
#TH 6 -18 GREENBRIAR RD,"Toronto, Ontario M2K0G7",23793740,C5421523,SingleFamily,1650000.00,,Row/Townhouse,,3,4,CommunityCentre,"Hospital,Park,PublicTransit,Schools",3,,,,,Underground,,,,,,,,,,,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Bayview Village,Condominium/Strata,$0 (CAD),Underground,19 days,3,3,,,Central air conditioning,Forced air (Natural gas),Stone,,Community Centre,"Hospital, Park, Public Transit, Schools",$568 (CAD) Monthly,Fairway Property Management Company (647-404-1846),2,"{'Second level': {'Bedroom 2': '3.41 m x 3.17 m', 'Bedroom 3': '4.02 m x 3.08 m', 'Other': 'Measurements not available'}, 'Third level': {'Primary Bedroom': '3.35 m x 3.72 m', 'Den': '2.47 m x 2.56 m', 'Other': 'Measurements not available'}, 'Basement': {'Other': '0.91 m x 2.23 m'}, 'Flat': {'Foyer': '2.19 m x 1.4 m', 'Kitchen': '2.96 m x 2.78 m', 'Dining room': '3.38 m x 2.78 m', 'Living room': '4.02 m x 3.08 m', 'Other': 'Measurements not available'}}"
#203 -800 SPADINA RD,"Toronto, Ontario M5P3N2",23790984,C5420569,SingleFamily,869900.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,Apartmentinbasement,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Forest Hill South,Condominium/Strata,"$2,926.75 (CAD)",Underground,19 days,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Stucco,,,,"$1,528.43 (CAD) Monthly",Wilson Blanchard Management Incorporation,1,"{'Main level': {'Living room': '7.32 m x 3.35 m', 'Dining room': 'Measurements not available', 'Kitchen': '2.44 m x 2.44 m', 'Primary Bedroom': '4.57 m x 3.35 m', 'Bedroom 2': '3.23 m x 3.05 m'}}"
#201 -50 CAMDEN ST,"Toronto, Ontario M5V3N1",23831922,C5434480,SingleFamily,699000.00,,Apartment,,1,1,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,425.73 (CAD)","Underground, Visitor Parking",5 days,1,1,Balcony,"Storage - Locker, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$657.61 (CAD) Monthly,360 Community Management 905-604-3602,,"{'Main level': {'Living room': '5.72 m x 3.84 m', 'Dining room': '5.72 m x 3.84 m', 'Kitchen': '4.57 m x 2.87 m', 'Bedroom': '4.27 m x 3.86 m', 'Foyer': '5.79 m x 1.3 m'}}"
#LPH16 -320 RICHMOND ST E,"Toronto, Ontario M5A1P9",23811656,C5427473,SingleFamily,599900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$1,918.58 (CAD)",Underground,12 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$415.63 (CAD) Monthly,First Service Residential 416-293-5900,1,"{'Main level': {'Living room': '503.56 m x 306.07 m', 'Dining room': '503.56 m x 306.07 m', 'Kitchen': '331.47 m x 180.34 m', 'Bedroom': '342.27 m x 274.32 m', 'Study': '125.1 m x 102.24 m'}}"
#2501 -3 MASSEY SQ,"Toronto, Ontario M4C5L5",23748136,E5406444,SingleFamily,629900.00,,Apartment,,2,4,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Crescent Town,Condominium/Strata,"$1,687 (CAD)","Underground, Visitor Parking",34 days,3,2,"Conservation/green belt, Balcony","Party Room, Security/Concierge, Exercise Centre",,Radiant heat,Brick,Indoor pool,Community Centre,"Park, Public Transit, Schools","$1,112.17 (CAD) Monthly",Ycc 76,,"{'Flat': {'Living room': '6 m x 6.68 m', 'Den': '3.6 m x 2.96 m', 'Kitchen': '3.84 m x 3.35 m', 'Dining room': '3.84 m x 3.34 m', 'Primary Bedroom': '3.35 m x 5.21 m', 'Bedroom 2': '2.77 m x 4.15 m', 'Bedroom 3': '3.35 m x 4.88 m'}}"
#6602 -88 HARBOUR ST,"Toronto, Ontario M5J0C3",23837213,C5436274,SingleFamily,599000.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,9,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,462.17 (CAD)",Underground,3 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Park, Public Transit, Schools",$373.32 (CAD) Monthly,Menres Property Management,,"{'Flat': {'Kitchen': '3.99 m x 5.39 m', 'Living room': '3.99 m x 5.39 m', 'Bedroom': '2.65 m x 3.35 m'}}"
#1518 -19 WESTERN BATTERY RD,"Toronto, Ontario M6K0E3",23820891,C5430810,SingleFamily,578000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,5,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$1,857.47 (CAD)",Underground,10 days,1,1,,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$353 (CAD) Monthly,Tse Management Services 647-875-0248,,"{'Flat': {'Living room': '3.11 m x 6.13 m', 'Dining room': '3.11 m x 6.13 m', 'Kitchen': '3.11 m x 6.13 m', 'Bedroom': '2.83 m x 3.17 m', 'Bathroom': 'Measurements not available'}}"
#804 -105 VICTORIA ST,"Toronto, Ontario M5C3B4",23825155,C5432197,SingleFamily,549900.00,,Apartment,,1,1,,PublicTransit,,,,,,Underground,,,,,,,,,RecreationCentre,,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,820.82 (CAD)",Underground,7 days,1,1,Balcony,Recreation Centre,Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$409.71 (CAD) Monthly,Icon Property Management,,"{'Flat': {'Living room': '5.7 m x 3.05 m', 'Dining room': '5.7 m x 3.05 m', 'Kitchen': '2.8 m x 2.1 m', 'Primary Bedroom': '3.66 m x 3.05 m'}}"
#1803 -15 MAITLAND PL,"Toronto, Ontario M4Y2X3",23767397,C5412745,SingleFamily,669000.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,31,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Cabbagetown-South St. James Town,Condominium/Strata,"$2,279.08 (CAD)","Underground, Visitor Parking",27 days,1,1,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,,,$815.29 (CAD) Monthly,Philmore Group Ltd. 905-882-0030,1,"{'Flat': {'Living room': '8.6 m x 3.23 m', 'Dining room': '8.6 m x 3.23 m', 'Kitchen': '3.05 m x 2.9 m', 'Bedroom': '4.11 m x 3 m', 'Den': '4.09 m x 3.15 m', 'Bathroom': '2.2 m x 2.1 m', 'Foyer': '1 m x 1 m'}}"
#1401 -271 RIDLEY BLVD,"Toronto, Ontario M5M4N1",23831915,C5434446,SingleFamily,768000.00,,Apartment,,2,2,,PublicTransit,,,,,,,,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,18,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bedford Park-Nortown,Condominium/Strata,"$2,200 (CAD)",,5 days,2,2,,"Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Outdoor pool,,Public Transit,"$1,135 (CAD) Monthly",Del Property Management,1,"{'Flat': {'Foyer': '1.82 m x 1.51 m', 'Living room': '6.15 m x 3.52 m', 'Dining room': '3.54 m x 3.12 m', 'Kitchen': '4.51 m x 2.68 m', 'Primary Bedroom': '4.15 m x 3.17 m', 'Bedroom 2': '4.39 m x 3.07 m', 'Bathroom': 'Measurements not available'}}"
455 E FRONT Street Unit# N611,"Toronto, Ontario M5A1G9",23839773,40186989,SingleFamily,829900.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",1,,,,,"Underground,None",,,,,,742.0000,,,"ExerciseCentre,GuestSuite",Attached,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,,Condominium,,"Underground, None",2 days,2,2,"Park/reserve, Balcony","Exercise Centre, Guest Suite",Central air conditioning,"Forced air, (Natural gas)",Concrete,,,"Park, Public Transit, Schools",$689.58 (CAD) Monthly,,2,"{'Main level': {'3pc Bathroom': 'Measurements not available', '4pc Bathroom': 'Measurements not available', 'Bedroom': '3.68 m x 2.67 m', 'Primary Bedroom': '3.66 m x 2.95 m', 'Kitchen': '2.97 m x 3.4 m', 'Dining room': '3.4 m x 2.97 m', 'Living room': '3.84 m x 3.4 m'}}"
#723 -2737 KEELE ST,"Toronto, Ontario M3M2E9",23789928,W5420278,SingleFamily,399999.00,,Apartment,,1,3,SchoolBus,"Hospital,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Downsview-Roding-CFB,Condominium/Strata,"$1,747.60 (CAD)","Underground, Visitor Parking",20 days,2,1,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,School Bus,"Hospital, Public Transit, Schools",$936.79 (CAD) Monthly,Malvern Property Management,1,"{'Flat': {'Living room': '5.48 m x 4.57 m', 'Dining room': '5.48 m x 4.57 m', 'Kitchen': '2.35 m x 2.35 m', 'Primary Bedroom': '4.69 m x 3.17 m', 'Bedroom 2': '3.97 m x 3.06 m', 'Den': '2.41 m x 2.14 m'}}"
#1111 -99 BLACKWELL AVE,"Toronto, Ontario M1B3R5",23808185,E5426481,SingleFamily,479900.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,31,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Malvern,Condominium/Strata,$733.22 (CAD),"Underground, Visitor Parking",13 days,2,2,Balcony,"Storage - Locker, Party Room, Sauna, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$688.99 (CAD) Monthly,Kung Property Management,1,"{'Main level': {'Foyer': 'Measurements not available', 'Living room': '7.5 m x 3.6 m', 'Dining room': '3.6 m x 7.5 m', 'Kitchen': '2.8 m x 2.3 m', 'Primary Bedroom': '4.3 m x 2.8 m', 'Bedroom 2': '3.9 m x 2.7 m', 'Laundry room': 'Measurements not available'}}"
#310 -3625 LAKE SHORE BLVD W,"Toronto, Ontario M8W4W2",23841299,W5437549,SingleFamily,1.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,17,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Alderwood,Shares in Co-operative,$0 (CAD),Underground,2 days,2,1,Balcony,,Window air conditioner,Forced air (Natural gas),,,,,$612 (CAD) Monthly,Property Mgmt Co,1,"{'Flat': {'Living room': '4.11 m x 6.55 m', 'Dining room': '4.11 m x 6.55 m', 'Kitchen': '2.6 m x 3.05 m', 'Primary Bedroom': '3.66 m x 3.66 m', 'Bedroom 2': '3.05 m x 2.74 m'}}"
#1518 -200 VICTORIA ST,"Toronto, Ontario M5B1V8",23770916,C5414008,SingleFamily,565000.00,,Apartment,,1,1,,"Hospital,PublicTransit,Schools",,,,,,,,,,,,,,,Storage-Locker,,,no,,,,yes,10,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,963.68 (CAD)",,26 days,1,1,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Public Transit, Schools",$861.88 (CAD) Monthly,Icon,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available'}}"
#709 -383 SORAUREN AVE,"Toronto, Ontario M6R0A4",23826032,W5432356,SingleFamily,699900.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit",,,,,,VisitorParking,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Roncesvalles,Condominium/Strata,"$2,389.06 (CAD)",Visitor Parking,7 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,,Community Centre,"Park, Public Transit",$486.08 (CAD) Monthly,Icon Property Management,,"{'Flat': {'Living room': '4.97 m x 4.21 m', 'Dining room': '4.97 m x 4.21 m', 'Kitchen': '4.97 m x 4.21 m', 'Bedroom': '3.17 m x 3.11 m', 'Den': '3.17 m x 2.47 m'}}"
12 BRASSBELL MILL WAY,"Toronto, Ontario M2L1P7",23752007,C5407674,SingleFamily,1158000.00,,Row/Townhouse,,3,3,CommunityCentre,"Park,PublicTransit,Schools",2,,,,,"Garage,VisitorParking",,,,,,,,,,,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,St. Andrew-Windfields,Condominium/Strata,"$4,423.70 (CAD)","Garage, Visitor Parking",33 days,3,3,Conservation/green belt,,Central air conditioning,Forced air (Natural gas),Brick,Outdoor pool,Community Centre,"Park, Public Transit, Schools",$815.94 (CAD) Monthly,Crossbridgecondominiums.Com 416-510-8700 111 Gordon Baker,2,"{'Second level': {'Primary Bedroom': '4.55 m x 3.07 m', 'Bedroom 2': '3.5 m x 2.8 m', 'Bedroom 3': '3.06 m x 2.87 m'}, 'Basement': {'Recreational, Games room': '7.4 m x 3.15 m', 'Laundry room': '3.57 m x 2.58 m'}, 'Ground level': {'Living room': '5.5 m x 3.2 m', 'Dining room': '3.96 m x 2.7 m', 'Kitchen': '5.8 m x 2.37 m', 'Eating area': '5.8 m x 2.37 m', 'Foyer': '3.28 m x 1.9 m'}}"
628 FLEET Street Unit# 501,"Toronto, Ontario M5V1A8",23788907,40182362,SingleFamily,665000.00,,Apartment,,1,1,,PublicTransit,1,,,,,None,,,0,,,720.0000,,,"ExerciseCentre,GuestSuite,PartyRoom",Attached,,no,,,,yes,16,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,,Condominium,,None,20 days,1,1,"Southern exposure, Balcony","Exercise Centre, Guest Suite, Party Room",Central air conditioning,Heat Pump,Other,,,Public Transit,$428.07 (CAD) Monthly,,,"{'Main level': {'4pc Bathroom': 'Measurements not available', 'Living room': '4.5 m x 3.02 m', 'Kitchen/Dining room': '3 m x 2.08 m', 'Bedroom': '3.45 m x 2.79 m'}}"
#1102 -225 VILLAGE GREEN SQ,"Toronto, Ontario M1S0L3",23793859,E5421691,SingleFamily,689000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,VisitorParking,,,,,,,,,"Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,34,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Agincourt South-Malvern West,Condominium/Strata,$0 (CAD),Visitor Parking,19 days,2,2,Balcony,"Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit, Schools",$590.21 (CAD) Monthly,Del Property Management Inc.,1,{}
#217 -40 SUNRISE AVE,"Toronto, Ontario M4A2R4",23815595,C5428648,SingleFamily,548800.00,,Apartment,,1,3,,"Hospital,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,38,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Victoria Village,Condominium/Strata,"$1,527.54 (CAD)","Underground, Visitor Parking",11 days,3,1,Balcony,"Storage - Locker, Party Room, Exercise Centre",Wall unit,Hot water radiator heat (Natural gas),Brick,Outdoor pool,,"Hospital, Public Transit, Schools",$737.05 (CAD) Monthly,Crossbridge Condominium Services,1,"{'Flat': {'Living room': '6.42 m x 3.43 m', 'Dining room': '6.42 m x 3.43 m', 'Kitchen': '2.81 m x 1.82 m', 'Primary Bedroom': '4.17 m x 3.02 m', 'Bedroom 2': '2.42 m x 2.89 m', 'Bedroom 3': '3.28 m x 2.96 m'}}"
#569 -60 ANN O'REILLY RD,"Toronto, Ontario M2J0C8",23837185,C5436154,SingleFamily,569900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$1,921.93 (CAD)",Underground,3 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$515.66 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '3.81 m x 3.15 m', 'Dining room': '3.81 m x 3.15 m', 'Kitchen': '2.74 m x 2.43 m', 'Bedroom': '3.04 m x 3.04 m', 'Den': '2.43 m x 1.82 m'}}"
#PH3302 -75 CANTERBURY PL,"Toronto, Ontario M2N5R5",23775598,C5415476,SingleFamily,1038000.00,,Apartment,,2,2,PetsnotAllowed,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,4,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Willowdale West,Condominium/Strata,$0 (CAD),Underground,25 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Electric),Concrete,,Pets not Allowed,,$500 (CAD) Monthly,Tscc/123,1,{}
#911 -185 ROEHAMPTON AVE,"Toronto, Ontario M4P2K5",23769722,C5413549,SingleFamily,479000.00,,Apartment,,1,0,,,,,,,,,,,,,,,,,Storage-Locker,,,no,,,,yes,8,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$1,409.26 (CAD)",,27 days,,1,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$258 (CAD) Monthly,First Service Residential (416)293-5900,,{}
#PH4 -3900 YONGE ST,"Toronto, Ontario M4N3N6",23806950,C5426060,SingleFamily,4200000.00,,Apartment,,3,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bedford Park-Nortown,Condominium/Strata,"$9,880.08 (CAD)",Underground,14 days,2,3,"Ravine, Conservation/green belt, Balcony","Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Electric),Concrete,Indoor pool,,"Park, Public Transit","$3,411.16 (CAD) Monthly",Del Management 416-661-3151,2,"{'Flat': {'Living room': '9.25 m x 6.58 m', 'Dining room': '5.38 m x 3.58 m', 'Eating area': '3.91 m x 2.51 m', 'Kitchen': '4.06 m x 3.84 m', 'Library': '5.99 m x 4.5 m', 'Primary Bedroom': '6.35 m x 4.32 m', 'Bedroom 2': '5.33 m x 3.61 m', 'Foyer': '3.23 m x 2.49 m'}}"
#411 -1210 DON MILLS RD,"Toronto, Ontario M3B3N9",23774558,C5415238,SingleFamily,998000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,29,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$2,842.60 (CAD)","Underground, Visitor Parking",25 days,2,2,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,,"Brick, Concrete",Outdoor pool,Community Centre,"Hospital, Park, Public Transit",$991.35 (CAD) Monthly,Crossbridge Condominium Services Ltd.,1,"{'Flat': {'Living room': '5.49 m x 4.27 m', 'Dining room': '3.38 m x 2.74 m', 'Kitchen': '2.57 m x 2.46 m', 'Eating area': '3.35 m x 3.05 m', 'Bedroom': '4.9 m x 3.58 m', 'Bedroom 2': '4.14 m x 3.23 m', 'Laundry room': '2.08 m x 2.03 m'}}"
#1107 -60 PAVANE LINKWAY,"Toronto, Ontario M3C1A2",23787140,C5419439,SingleFamily,439000.00,,Apartment,,1,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,33,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Flemingdon Park,Condominium/Strata,"$1,190 (CAD)","Underground, Visitor Parking",20 days,2,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Wall unit,Forced air (Electric),"Brick, Concrete",Indoor pool,,"Park, Public Transit, Schools",$707.59 (CAD) Monthly,Ace Property Management,1,"{'Flat': {'Living room': '5.49 m x 3.36 m', 'Dining room': '3.05 m x 2.44 m', 'Kitchen': '3.66 m x 2.44 m', 'Primary Bedroom': '4.62 m x 3.2 m', 'Bedroom 2': '3.6 m x 2.46 m', 'Solarium': '2.3 m x 2.3 m'}}"
#14 -52 HOLMES AVE,"Toronto, Ontario M2N4L9",23792862,C5421305,SingleFamily,1158800.00,,Row/Townhouse,,2,2,CommunityCentre,"Park,PublicTransit,Schools",3,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Willowdale East,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",19 days,2,2,Cul-de-sac,Storage - Locker,Central air conditioning,Heat Pump (Natural gas),"Brick, Concrete",,Community Centre,"Park, Public Transit, Schools",$524.48 (CAD) Monthly,Maple Ridge Management (905)597-6726,1,"{'Main level': {'Living room': '5.77 m x 5.32 m', 'Dining room': '5.77 m x 5.32 m', 'Kitchen': '5.77 m x 5.32 m'}, 'Second level': {'Primary Bedroom': '4.35 m x 2.84 m', 'Bedroom 2': '3.86 m x 2.8 m'}, 'Third level': {'Loft': '2.9 m x 1.94 m'}}"
