Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#302 -1 ROWNTREE RD,"Toronto, Ontario M9V5G7",23831356,W5434183,SingleFamily,599000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,31,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,"$1,285 (CAD)",Underground,5 days,2,2,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,"Indoor pool, Outdoor pool",Community Centre,"Hospital, Park, Public Transit, Schools",$757 (CAD) Monthly,Berkley Property Management Inc.,2,"{'Flat': {'Living room': '8.83 m x 3.1 m', 'Dining room': '8.83 m x 3.1 m', 'Kitchen': '4.94 m x 2.4 m', 'Primary Bedroom': '3.25 m x 4.94 m', 'Bedroom 2': '3.09 m x 4.05 m', 'Other': '2.4 m x 5.97 m'}}"
#407 -555 YONGE ST,"Toronto, Ontario M4Y3A6",23752059,C5407861,SingleFamily,499999.00,,Apartment,,1,2,,"Hospital,PublicTransit",,,,,,,,,,,,,,,"Storage-Locker,Sauna,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,787.12 (CAD)",,33 days,1,1,,"Storage - Locker, Sauna, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Hospital, Public Transit",$681.19 (CAD) Monthly,Gpm Property Management,,"{'Flat': {'Kitchen': '2.4 m x 2.94 m', 'Living room': '5.7 m x 3.37 m', 'Dining room': '5.7 m x 3.37 m', 'Primary Bedroom': '3.69 m x 2.83 m', 'Den': '3.5 m x 2.5 m'}}"
#1001 -20 GILDER DR,"Toronto, Ontario M1K5E1",23789759,E5420162,SingleFamily,498000.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,1,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Eglinton East,Condominium/Strata,$773.62 (CAD),Underground,20 days,2,1,Balcony,,,Radiant heat (Electric),Brick,Indoor pool,,,$815 (CAD) Monthly,Orion Property Management,1,"{'Flat': {'Kitchen': '4.32 m x 2.33 m', 'Living room': '7 m x 3.48 m', 'Dining room': '3.63 m x 2.4 m', 'Bedroom': '5 m x 3.33 m', 'Bedroom 2': '5 m x 2.45 m'}}"
#403 -61 ST CLAIR AVE,"Toronto, Ontario M4V2Y8",23770852,C5413791,SingleFamily,1589900.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,21,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$5,963 (CAD)",Underground,26 days,2,2,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,"$1,505.95 (CAD) Monthly",Crossbridge Condominium Services,1,"{'Main level': {'Living room': '7.24 m x 4.06 m', 'Dining room': '3.43 m x 3.56 m', 'Kitchen': '3.05 m x 3.51 m', 'Family room': '5.54 m x 3.51 m', 'Primary Bedroom': '3.61 m x 5.23 m'}}"
#341 -15 ICEBOAT TERR,"Toronto, Ontario M5V4A5",23781901,C5417450,SingleFamily,635000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,199.57 (CAD)",Underground,23 days,1,1,Balcony,Storage - Locker,Central air conditioning,,Concrete,,,,$492.80 (CAD) Monthly,Management Tel: 416-623-0354 Concierge Tel: 416-623-1785,1,"{'Flat': {'Living room': '4.27 m x 2.79 m', 'Dining room': '2.95 m x 2.79 m', 'Kitchen': '2.95 m x 2.79 m', 'Bedroom': '4.19 m x 2.79 m', 'Den': '2.54 m x 2.54 m'}}"
47 BIRCHBANK LANE,"Toronto, Ontario M3B2Y3",23817785,C5429617,SingleFamily,1195000.00,,Apartment,,3,3,,"Park,PublicTransit,Schools",,,,,,"Garage,VisitorParking",,,,,,,,,,,,no,,,,yes,30,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$3,985.05 (CAD)","Garage, Visitor Parking",10 days,3,3,Balcony,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,"Park, Public Transit, Schools",$664.77 (CAD) Monthly,Maple Ridge Community Management,2,"{'Main level': {'Kitchen': '4 m x 2.6 m', 'Dining room': '3.1 m x 3 m', 'Living room': '3.9 m x 3.5 m'}, 'Second level': {'Family room': '4.6 m x 3.9 m', 'Bedroom': '3.9 m x 3.9 m', 'Bathroom': 'Measurements not available'}, 'Third level': {'Primary Bedroom': '4.3 m x 3.9 m', 'Bedroom': '3.9 m x 3.2 m'}, 'Basement': {'Recreational, Games room': '3.8 m x 3.41 m', 'Laundry room': 'Measurements not available'}}"
#4603 -300 FRONT ST W,"Toronto, Ontario M5V0E9",23806120,C5425788,SingleFamily,2290000.00,,Apartment,,3,3,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,28,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$9,163.16 (CAD)",Underground,14 days,2,3,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,,"$1,170 (CAD) Monthly",Del Property Management,1,"{'Flat': {'Living room': '6.07 m x 6.07 m', 'Dining room': '6.07 m x 6.07 m', 'Kitchen': '3.35 m x 8.55 m', 'Primary Bedroom': '3.85 m x 3.48 m', 'Bedroom 2': '3.66 m x 3.05 m', 'Bedroom 3': '3.66 m x 2.75 m'}}"
#215 -33 MILL ST,"Toronto, Ontario M5A3R3",23788964,C5419918,SingleFamily,629000.00,,Apartment,,1,1,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,24,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$2,382.95 (CAD)","Underground, Visitor Parking",20 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Outdoor pool,,"Park, Public Transit",$502.05 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Living room': '6.4 m x 3.35 m', 'Dining room': '6.4 m x 3.35 m', 'Kitchen': '6.4 m x 3.35 m', 'Bedroom': '3.2 m x 3.74 m'}}"
#2207 -33 HELENDALE AVE,"Toronto, Ontario M4R1C5",23799263,C5423447,SingleFamily,839999.00,,Apartment,,2,3,CommunityCentre,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,30,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-Eglinton,Condominium/Strata,$0 (CAD),Underground,17 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$516.64 (CAD) Monthly,Icon Property Management,,"{'Flat': {'Living room': '2.74 m x 3.5 m', 'Dining room': '2.26 m x 3.04 m', 'Kitchen': '2.26 m x 3.04 m', 'Primary Bedroom': '2.94 m x 2.91 m', 'Bedroom 2': '2.61 m x 2.89 m'}}"
#2204 -251 MANITOBA ST,"Toronto, Ontario M8Y0B3",23754487,W5408566,SingleFamily,789999.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,$0 (CAD),Underground,32 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$0.54 (CAD) Monthly,Duka Property Management,1,{}
#PH912 -82 LOMBARD ST,"Toronto, Ontario M5C2S8",23752948,C5407888,SingleFamily,2499900.00,,Apartment,,4,4,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,,,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$6,698.69 (CAD)",Underground,32 days,3,4,,,Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit","$2,691.64 (CAD) Monthly",Skywater Property Management Inc.,1,"{'Main level': {'Office': '4.01 m x 3.79 m', 'Bedroom 3': '3.79 m x 4.01 m', 'Living room': '7.17 m x 5.38 m', 'Dining room': '5.52 m x 7.17 m', 'Kitchen': '7.17 m x 5.52 m', 'Laundry room': '2.97 m x 2.76 m'}, 'Second level': {'Primary Bedroom': '5.36 m x 3.56 m', 'Bedroom 2': '6.1 m x 4.17 m', 'Exercise room': '3.68 m x 3.63 m', 'Den': '3.63 m x 3.68 m'}}"
#703 -150 FAIRVIEW MALL DR,"Toronto, Ontario M2J4T1",23832634,C5434735,SingleFamily,399000.00,,Apartment,,1,0,"CommunityCentre,SchoolBus",PublicTransit,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,RecreationCentre",,,no,,,,yes,22,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Don Valley Village,Condominium/Strata,"$1,379.32 (CAD)",Underground,4 days,,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,"Community Centre, School Bus",Public Transit,$308.88 (CAD) Monthly,Connection Properties Group 905-948-1890,1,"{'Main level': {'Kitchen': 'Measurements not available', 'Dining room': 'Measurements not available', 'Living room': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#2403 -133 TORRESDALE AVE,"Toronto, Ontario M2R3T2",23787090,C5419262,SingleFamily,614990.00,,Apartment,,2,3,PetsnotAllowed,,,,,,,Underground,,,,,,,,,Security/Concierge,,Apartmentinbasement,no,,,,yes,30,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Westminster-Branson,Condominium/Strata,"$2,021.81 (CAD)",Underground,20 days,3,2,Balcony,Security/Concierge,Central air conditioning,Forced air (Natural gas),Concrete,,Pets not Allowed,,"$1,050.81 (CAD) Monthly",St. George Property Management,1,"{'Main level': {'Living room': '6.6 m x 3.35 m', 'Dining room': '3.46 m x 3.13 m', 'Kitchen': '5.05 m x 2.33 m', 'Bedroom': '4.25 m x 3.27 m', 'Bedroom 2': '3.6 m x 2.6 m', 'Bedroom 3': '3.6 m x 2.73 m', 'Solarium': '3.2 m x 1.97 m', 'Laundry room': '1.6 m x 1.5 m'}}"
#5 -228 ST GEORGE ST,"Toronto, Ontario M5R2N5",23796247,C5422409,SingleFamily,549000.00,,Apartment,,1,1,CommunityCentre,"Hospital,Park,PublicTransit,Schools",3,,,,,VisitorParking,,,,,,,,,,,,no,,,,yes,27,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$1,643.62 (CAD)",Visitor Parking,18 days,1,1,,,Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit, Schools",$615.87 (CAD) Monthly,Meritus Management Group,,"{'Flat': {'Kitchen': 'Measurements not available', 'Living room': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#3704 -5 ST JOSEPH ST,"Toronto, Ontario M4Y1J6",23792127,C5420911,SingleFamily,789000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$3,252 (CAD)",Underground,19 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$568.38 (CAD) Monthly,First Service Residential,1,"{'Main level': {'Primary Bedroom': '2.8 m x 2.75 m', 'Living room': '4.1 m x 4.7 m', 'Dining room': '4.1 m x 4.7 m', 'Kitchen': '4.1 m x 4.7 m', 'Study': '1.1 m x 2.5 m'}}"
## 803 -1 COLE ST,"Toronto, Ontario M5A4M2",23829195,C5433553,SingleFamily,640000.00,,Apartment,,1,1,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Regent Park,Condominium/Strata,"$1,900.26 (CAD)","Underground, Visitor Parking",5 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit",$440.87 (CAD) Monthly,General Property Management,,"{'Main level': {'Foyer': '1.07 m x 1.86 m', 'Bathroom': '2.28 m x 1.48 m', 'Kitchen': '2.46 m x 2.54 m', 'Living room': '7 m x 2.15 m', 'Dining room': '7 m x 2.15 m', 'Bedroom': '3 m x 2.96 m', 'Other': '7 m x 1.77 m'}}"
#2805 -19 WESTERN BATTERY RD,"Toronto, Ontario M6K3S4",23772540,C5414465,SingleFamily,625000.00,,Apartment,,1,1,,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,37,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,352.40 (CAD)",Underground,26 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Public Transit, Schools",$474 (CAD) Monthly,360 Community Management,1,"{'Flat': {'Living room': '6.3 m x 3.4 m', 'Dining room': '6.3 m x 3.4 m', 'Kitchen': 'Measurements not available', 'Bedroom': '3.3 m x 3 m'}}"
#1536 -125 OMNI DR,"Toronto, Ontario M1P5A9",23835345,E5435529,SingleFamily,599900.00,,Apartment,,2,3,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Sauna,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,35,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bendale,Condominium/Strata,"$2,077.44 (CAD)",Underground,4 days,2,2,Balcony,"Storage - Locker, Sauna, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit","$1,064.08 (CAD) Monthly",Del Property Management Tel: 416-290-9690 Jessica Rosiles,2,"{'Main level': {'Foyer': '2.46 m x 1.35 m', 'Kitchen': '4.88 m x 2.44 m', 'Dining room': '6.73 m x 4.4 m', 'Living room': '6.73 m x 4.4 m', 'Den': '3 m x 3.02 m', 'Primary Bedroom': '3.02 m x 4.33 m', 'Bedroom 2': '2.81 m x 3.37 m'}}"
#2903 -85 QUEENS WHARF RD,"Toronto, Ontario M5V0J9",23778274,C5416197,SingleFamily,718000.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,19,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,716.66 (CAD)",Underground,24 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$465.11 (CAD) Monthly,Elite Property Management Inc.,,"{'Flat': {'Living room': '3.17 m x 3.15 m', 'Dining room': '3.98 m x 3.15 m', 'Kitchen': '3.98 m x 3.15 m', 'Bedroom': '3.28 m x 2.85 m', 'Den': '2.95 m x 1.8 m'}}"
#1206 -25 MAITLAND ST,"Toronto, Ontario M4Y2W1",23790962,C5420475,SingleFamily,665000.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit",2,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,10,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,392.82 (CAD)",Underground,19 days,1,1,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Outdoor pool,,"Hospital, Park, Public Transit",$961.57 (CAD) Monthly,Ct Quality Property Management,1,{}
#110 -37 FOUR WINDS DR,"Toronto, Ontario M3J1K7",23838244,W5436534,SingleFamily,650000.00,,Row/Townhouse,,2,2,,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,,,,no,,,,yes,32,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,York University Heights,Condominium/Strata,"$1,686.39 (CAD)",Underground,3 days,2,2,,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,"Hospital, Park, Public Transit, Schools",$320.35 (CAD) Monthly,Percel Property Management 905-761- 6840,1,"{'Other': {'Living room': '5.64 m x 4.91 m', 'Dining room': '5.64 m x 4.91 m', 'Kitchen': '2.87 m x 2.16 m', 'Primary Bedroom': '3.38 m x 3.23 m', 'Bedroom 2': '3.75 m x 2.17 m'}}"
#1506 -175 CUMBERLAND ST,"Toronto, Ontario M5R3M9",23773275,C5414737,SingleFamily,1379000.00,,Apartment,,2,1,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$4,594.82 (CAD)","Underground, Visitor Parking",26 days,1,2,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,"Indoor pool, Outdoor pool",,,"$1,255.76 (CAD) Monthly",Del Property Management,,"{'Flat': {'Foyer': '2.86 m x 1.47 m', 'Living room': '5.38 m x 3.66 m', 'Dining room': '3.73 m x 3 m', 'Kitchen': '4.27 m x 4.19 m', 'Primary Bedroom': '5.38 m x 3.66 m', 'Laundry room': '1.65 m x 1.52 m'}}"
#406 -447 WALMER RD,"Toronto, Ontario M5P2X9",23772554,C5414519,SingleFamily,995000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,19,"Video,Photos",Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Forest Hill South,Condominium/Strata,"$5,114.18 (CAD)","Underground, Visitor Parking",26 days,2,2,"Ravine, Balcony","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Electric),Concrete,Indoor pool,,"Park, Public Transit, Schools","$2,349.76 (CAD) Monthly",First Service Residential,1,"{'Main level': {'Foyer': '5.23 m x 1.7 m', 'Living room': '5.84 m x 4.85 m', 'Dining room': '5.99 m x 2.31 m', 'Kitchen': '2.59 m x 2.57 m', 'Eating area': '2.97 m x 2.49 m', 'Primary Bedroom': '6.48 m x 3.12 m', 'Bathroom': 'Measurements not available', 'Bedroom 2': '4.37 m x 4.01 m'}}"
#201 -900 MOUNT PLEASANT RD,"Toronto, Ontario M4P3J9",23835291,C5435470,SingleFamily,869000.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$3,323.91 (CAD)","Underground, Visitor Parking",4 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$746.05 (CAD) Monthly,Crossbridge Condominium Services 647-350-6501,1,"{'Flat': {'Living room': '5.49 m x 3.14 m', 'Dining room': '5.49 m x 3.14 m', 'Kitchen': '2.46 m x 2.41 m', 'Primary Bedroom': '3.87 m x 3.11 m', 'Bedroom 2': '3.05 m x 2.74 m', 'Den': '2.41 m x 2.01 m'}}"
#505 -549 KING ST E,"Toronto, Ontario M5A1M4",23806133,C5425820,SingleFamily,1479000.00,,Apartment,,2,3,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,16,"Video,Photos",Vimeo,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$5,156.95 (CAD)","Underground, Visitor Parking",14 days,3,2,,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit","$1,278.44 (CAD) Monthly",Icon Property Management (416) 236 7979,1,"{'Flat': {'Foyer': '2.34 m x 1.14 m', 'Living room': '5.36 m x 5.54 m', 'Dining room': '3.38 m x 6.32 m', 'Kitchen': '3.56 m x 4.37 m', 'Eating area': '2.64 m x 2.31 m', 'Primary Bedroom': '3.25 m x 4.06 m', 'Bedroom 2': '2.77 m x 3.05 m', 'Bedroom 3': '3.66 m x 3.12 m'}}"
#610 -33 SHORE BREEZE DR,"Toronto, Ontario M8V0G1",23794047,W5421615,SingleFamily,988000.00,,Apartment,,2,3,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,32,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$3,666.08 (CAD)",Underground,19 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Aluminum siding, Concrete",Outdoor pool,,"Park, Public Transit",$680.95 (CAD) Monthly,City Sites Property  Management,1,"{'Flat': {'Living room': '3.76 m x 3.28 m', 'Dining room': '3.15 m x 2.39 m', 'Kitchen': '4.01 m x 2.29 m', 'Primary Bedroom': '3.4 m x 3.4 m', 'Bedroom 2': '3.86 m x 2.95 m', 'Den': '1.85 m x 1.12 m'}}"
#203 -50 GEORGE BUTCHARD DR,"Toronto, Ontario M3K2C5",23837431,W5436294,SingleFamily,674999.00,,Apartment,,2,2,,"Park,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,10,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Downsview-Roding-CFB,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",3 days,2,2,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Schools",$444.86 (CAD) Monthly,Tbd,1,"{'Flat': {'Living room': '10.4 m x 23 m', 'Dining room': '10.4 m x 23 m', 'Kitchen': '10.4 m x 23 m', 'Primary Bedroom': '9.1 m x 12.1 m', 'Bedroom 2': '8.4 m x 9.6 m'}}"
#2815 -75 QUEENS WHARF RD,"Toronto, Ontario M5V0J8",23838128,C5436649,SingleFamily,788000.00,,Apartment,,2,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,21,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,177.26 (CAD)","Underground, Visitor Parking",3 days,2,2,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$612.43 (CAD) Monthly,Elite Property Management 416-623-0721,1,"{'Flat': {'Living room': '5.48 m x 3.04 m', 'Dining room': '5.48 m x 3.04 m', 'Kitchen': '3.9 m x 1.52 m', 'Primary Bedroom': '3.5 m x 2.59 m', 'Bedroom 2': '3.04 m x 2.74 m'}}"
#4808 -21 ICEBOAT TERR,"Toronto, Ontario M5V4A9",23832654,C5434793,SingleFamily,738800.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,15,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,578.73 (CAD)",Underground,4 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$634.98 (CAD) Monthly,Elite Property Management,1,"{'Main level': {'Kitchen': 'Measurements not available', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Den': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
